"","state","area_nr","area_name","total_n","germans_n","foreigner_n","for_prop","pop_move_n","pop_migr_background_n","income","unemp_n","unemp_prop","votes_total","afd_votes","afd_prop","east","east_num","state_id","enjoyer","harmony_seeker","hedonist","self_determined","appreciater","type_unknown","conformist","responsibility_denier","afd_prop_log","total_n_z","germans_n_z","foreigner_n_z","for_prop_z","pop_move_n_z","pop_migr_background_n_z","income_z","unemp_n_z","unemp_prop_z","votes_total_z","afd_votes_z","afd_prop_z","afd_prop_log_z","err_avg"
"39","Nordrhein-Westfalen",137,"Paderborn – Gütersloh III",331.4,303.9,27.5,8.3,5567.52,93.1234,20240,19.2212,5.8,185897,18483,0.0994260262403374,"no",0,10,0.136363636363636,0.136363636363636,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.318181818181818,0.136363636363636,0.0454545454545455,-2.3083413661882,1.49372116591458,2.05924383804189,-0.0767314678685721,-0.334662083087502,1.23898007457464,1.32212376963807,-0.341913430022893,0.362698218443036,-0.13195346981177,1.51640131679693,-0.139989867906057,-0.51554444173518,-0.465237537364035,1.02494127834444
"40","Nordrhein-Westfalen",150,"Märkischer Kreis II",272,241,31,11.4,2312,76.16,24680,18.224,6.7,144207,16682,0.115680930884076,"no",0,10,0.115384615384615,0.115384615384615,0.0384615384615385,0.192307692307692,0.0769230769230769,0.153846153846154,0.269230769230769,0.0384615384615385,-2.15691947354254,-0.0748304555515146,-0.173957722693985,0.11053411311198,0.239885582802118,-1.05653090493919,0.760635287245223,1.55563471056209,0.216877391980748,0.239088105176184,-0.566200260785274,-0.354958069064228,-0.217944670500811,-0.0612106732480587,1.02038977436736
"41","Sachsen",158,"Sächsische Schweiz-Osterzgebirge",247.4,240.8,6.59999999999999,2.7,2894.58,7.1746,18735,15.8336,6.4,154371,54746,0.35463914854474,"yes",1,13,0.0232558139534884,0.0465116279069767,0.0232558139534884,0.0232558139534884,0.0697674418604651,0.720930232558139,0.0232558139534884,0.0697674418604651,-1.03665448944846,-0.724432642219293,-0.181058522569139,-1.19497450858101,-1.37255464082359,-0.645745903942367,-1.52278121848262,-0.985113869568027,-0.132671448347627,0.1154075801802,-0.0584630951689279,4.18837874875066,4.1569755439821,2.92790233144572,2.15616639870426
"42","Hessen",173,"Gießen",286.5,258.1,28.4,9.9,3352.05,63.603,19880,16.617,5.8,164311,20357,0.123893105148164,"no",0,7,0.136363636363636,0.113636363636364,0.0681818181818182,0.159090909090909,0.0454545454545455,0.340909090909091,0.0681818181818182,0.0681818181818182,-2.08833614041715,0.308065142281119,0.433160666631666,-0.0285774613307171,-0.0381213523057629,-0.323177648241837,0.344998629888384,-0.495768684664918,-0.0181146538725398,-0.13195346981177,0.438084270654221,0.0836916473468093,-0.0675936696248609,0.121784721467524,0.291605269003985
"43","Hessen",175,"Main-Kinzig – Wetterau II – Schotten",232.2,212.3,19.9,8.6,2879.28,52.245,21761,10.6812,4.6,136022,20921,0.15380600197027,"no",0,7,0.122222222222222,0.211111111111111,0.0444444444444444,0.111111111111111,0.155555555555556,0.122222222222222,0.0888888888888889,0.144444444444444,-1.87206319815792,-1.12581285511971,-1.19292250477856,-0.483365300854915,-0.279060696065926,-0.656534139918973,-0.0309511315402195,0.308125020839665,-0.886108297790364,-0.626675569795708,-0.975077543407253,0.15101095076336,0.480060804290783,0.698848428223675,0.0945451524073297
"44","Hessen",176,"Hochtaunus",250.3,218.9,31.4,12.5,3579.29,57.3187,27206,10.012,4,144609,16132,0.111555988908021,"no",0,7,0.190909090909091,0.136363636363636,0.118181818181818,0.136363636363636,0.136363636363636,0.0363636363636364,0.154545454545455,0.0909090909090909,-2.19322867144057,-0.647853522652766,-0.958596108898482,0.131935893795472,0.443757335214563,-0.162947665018043,0.136988321229661,2.6351857473003,-0.983965595291932,-0.874036619787677,-0.546118566513554,-0.42060632594207,-0.293465371196031,-0.158091587288919,0.170647022420483
"45","Hessen",177,"Wetterau I",237.7,211,26.7,11.2,4135.98,45.4007,22008,10.6965,4.5,137220,15895,0.115835883981927,"no",0,7,0.197368421052632,0.131578947368421,0.0657894736842105,0.184210526315789,0.151315789473684,0.0197368421052632,0.125,0.125,-2.15558088289998,-0.980576593872848,-1.23907770396706,-0.119535029235556,0.2028179914544,0.229581948434047,-0.257497438297201,0.413686820552388,-0.883870974640672,-0.667902411461036,-0.915232096298991,-0.448894756633068,-0.215107741740967,-0.0576390194389528,0.0146687705395795
"46","Hessen",178,"Rheingau-Taunus – Limburg",294,262.7,31.3,10.6,3351.6,52.332,22673,14.112,4.8,171621,20364,0.118656807733319,"no",0,7,0.201834862385321,0.155963302752294,0.119266055045872,0.192660550458716,0.073394495412844,0.0458715596330275,0.146788990825688,0.0642201834862385,-2.13151992114862,0.506114589435929,0.596479063760203,0.126585448624599,0.0916152174112479,-0.323494949299972,-0.0280714318356686,0.697891665932796,-0.384421483282923,-0.544221886465051,0.803251397834021,0.0845271706161636,-0.163461405974404,0.00656091066471621,0.0698088545323527
"47","Hessen",180,"Hanau",254.2,213.2,41,16.1,3507.96,62.5332,21744,11.9474,4.7,132320,18625,0.140757255139057,"no",0,7,0.21969696969697,0.151515151515152,0.106060606060606,0.159090909090909,0.128787878787879,0.0151515151515152,0.0606060606060606,0.159090909090909,-1.96071846700976,-0.544867810132265,-1.16096890534037,0.645578630199271,1.11097397947348,-0.21324340829983,0.30958825352139,0.300859633814902,-0.700951528369435,-0.585448728130379,-1.16000896677519,-0.123040681584869,0.241160351967315,0.462296700889328,0.242161101107116
"48","Hessen",184,"Groß-Gerau",266,213.4,52.6,19.8,5054,85.386,20066,15.428,5.8,131180,15943,0.121535295014484,"no",0,7,0.252100840336134,0.168067226890756,0.0504201680672269,0.109243697478992,0.159663865546218,0.00840336134453781,0.117647058823529,0.134453781512605,-2.10755056444036,-0.233270013275363,-1.15386810546521,1.26623027002053,1.79672441940625,0.876890209299679,1.06601585591403,-0.416276803099872,-0.191982446355153,-0.13195346981177,-1.21695705500843,-0.443165454214638,-0.110761179479653,0.0705164183955384,0.193135585088178
"49","Hessen",186,"Darmstadt",341.8,289.7,52.1,15.2,6425.84,91.9442,22135,17.7736,5.2,190532,18685,0.0980675162177482,"no",0,7,0.202127659574468,0.106382978723404,0.0851063829787234,0.170212765957447,0.138297872340426,0.0425531914893617,0.127659574468085,0.127659574468085,-2.32209909652504,1.76834973263592,1.55508704690597,1.23947804416617,0.944169818408748,1.84419306172763,1.2830922536426,0.467963535384436,0.15101527782249,-0.379314519803738,1.74794025448207,-0.115879053561831,-0.540416459184871,-0.501946183308359,0.058893969341133
"50","Hessen",187,"Odenwald",319.2,279.7,39.5,12.4,5266.8,80.1192,22034,15.6408,4.9,182234,22259,0.122145154032727,"no",0,7,0.13265306122449,0.0612244897959184,0.0918367346938776,0.153061224489796,0.0918367346938776,0.153061224489796,0.204081632653061,0.112244897959184,-2.1025451543312,1.17156073187609,1.20004705314828,0.565321952636177,0.425223539540705,1.02693835412464,0.891684793799909,0.424798588943201,-0.160864644639173,-0.502995044799723,1.33341811750013,0.310715255677093,-0.0995956938436419,0.0838719518305395,0.00298374604328873
"51","Hessen",188,"Bergstraße",266.9,236.1,30.8,11.5,3950.12,48.5758,22341,10.1422,3.8,154080,19931,0.129354880581516,"no",0,7,0.116883116883117,0.181818181818182,0.051948051948052,0.207792207792208,0.168831168831169,0.142857142857143,0.0779220779220779,0.051948051948052,-2.04519563946922,-0.209504079616786,-0.347927319635254,0.0998332227702331,0.258419378475976,0.0985295602894682,-0.152401639079737,0.556002931096261,-0.964926413978866,-0.956490303118333,-0.0729998440074124,0.0328440883832442,0.0324021873256201,0.23689305230299,0.177762307257389
"52","Thüringen",190,"Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis",273.3,264.3,9,3.3,3088.29,8.199,18020,18.5844,6.8,160880,35821,0.222656638488314,"yes",1,16,0.118518518518519,0.0222222222222222,0.0296296296296296,0.118518518518519,0.037037037037037,0.6,0.0444444444444444,0.0296296296296296,-1.50212443185691,-0.0405018847113472,0.653285462761434,-1.06656382448006,-1.26135186678044,-0.509158375116979,-1.48887358196144,-1.29068750031538,0.269578781729052,0.280314946841512,0.266690506857518,1.92948190981763,1.74059933873263,1.68592630086194,1.27296305416552
"53","Rheinland-Pfalz",197,"Neuwied",309.8,287,22.8,7.4,3407.8,63.8188,21726,16.4194,5.3,179082,19273,0.107621089780101,"no",0,11,0.0294117647058824,0.147058823529412,0.0514705882352941,0.0551470588235294,0.136029411764706,0.459558823529412,0.0367647058823529,0.0845588235294118,-2.22913864878647,0.92333875810873,1.45922624859139,-0.328202390899598,-0.50146624415223,-0.283867572706163,0.352141609155535,0.293166871082801,-0.0470097554659498,-0.33808767813841,1.17596164898156,-0.0456950989360653,-0.365506709239218,-0.253907293221822,0.161182355220576
"54","Rheinland-Pfalz",198,"Ahrweiler",246.4,230.1,16.3,6.6,2784.32,39.6704,22014,9.856,4,149988,14436,0.0962476998159853,"no",0,11,0.108527131782946,0.0503875968992248,0.112403100775194,0.0930232558139535,0.147286821705426,0.209302325581395,0.155038759689922,0.124031007751938,-2.34083020411554,-0.750839235173267,-0.560951315889868,-0.675981327006338,-0.6497366095431,-0.723491714320184,-0.447170348837289,0.416251074796421,-1.00677751760252,-0.874036619787677,-0.277413508086721,-0.623041678059925,-0.573734215069819,-0.551924891994292,0.360816266888053
"55","Rheinland-Pfalz",199,"Koblenz",257.2,234.1,23.1,9,2957.8,50.6684,21059,12.86,5,149622,13697,0.0915440242745051,"no",0,11,0.0769230769230769,0.043956043956044,0.0549450549450549,0.0989010989010989,0.186813186813187,0.417582417582418,0.0879120879120879,0.032967032967033,-2.39093528279913,-0.465648031270341,-0.418935318386792,-0.312151055386981,-0.204925513370491,-0.601168630841644,-0.0831365861861377,0.00810727428771497,-0.567501782852503,-0.461768203134395,-0.295696841677392,-0.711249063210335,-0.659850547080685,-0.685616245755062,0.281605723813643
"56","Rheinland-Pfalz",202,"Bitburg",215.2,196.9,18.3,8.5,2195.04,29.4824,21839,8.3928,3.9,125050,10058,0.0804318272690924,"no",0,11,0.0240174672489083,0.0174672489082969,0.0436681222707424,0.0873362445414847,0.00218340611353712,0.801310043668122,0.0218340611353712,0.00218340611353712,-2.52034531957386,-1.57472493533728,-1.7396840951654,-0.568972423588881,-0.297594491739785,-1.13900097551591,-0.784393114239174,0.341460326012104,-1.22074165045412,-0.915263461453005,-1.52317791542049,-1.14560180280755,-0.863296052249849,-1.03091064427099,0.457743115583676
"57","Rheinland-Pfalz",204,"Montabaur",272.6,251.7,20.9,7.7,3625.58,47.705,22579,9.8136,3.6,161759,17822,0.110176249853177,"no",0,11,0.00615384615384615,0.0830769230769231,0.0153846153846154,0.00615384615384615,0.110769230769231,0.649230769230769,0.12,0.00923076923076923,-2.2056739240645,-0.0589864997791292,0.205935070626743,-0.429860849146183,-0.445864857130654,-0.13030796283784,-0.181225116122528,0.657718349442934,-1.01297768110232,-1.03894398644899,0.310600480153147,-0.218887136626518,-0.318726056268271,-0.191298254455231,0.505903447605612
"58","Rheinland-Pfalz",205,"Mainz",343.9,295.7,48.2,14,5915.08,82.536,22918,18.5706,5.4,200879,16535,0.082313233339473,"no",0,11,0.3875,0.15,0.0375,0.025,0.0125,0.2125,0.0375,0.1375,-2.49722339030681,1.82380357783927,1.76811104316058,1.03081068250212,0.721764270322444,1.48404930960923,0.971680865592535,0.802598714230841,0.267560803986192,-0.296860836473082,2.26481908689375,-0.372504057720669,-0.828850693853982,-0.969216259061196,0.441347802377802
"59","Rheinland-Pfalz",206,"Worms",284.1,256.4,27.7,9.7,3409.2,57.6723,22393,14.7732,5.2,167663,21978,0.131084377590762,"no",0,11,0.0717488789237668,0.112107623318386,0.0852017937219731,0.251121076233184,0.0448430493273543,0.192825112107623,0.161434977578475,0.0807174887892377,-2.0319140593805,0.24468931919158,0.372803867692857,-0.0660305775268238,-0.0751889436534805,-0.28288041385863,0.148692480028848,0.578226467877887,-0.287734027951128,-0.379314519803738,0.605531631845287,0.277174964435868,0.0640663481178816,0.27233122481552,0.317069118383888
"60","Rheinland-Pfalz",207,"Ludwigshafen/Frankenthal",314.6,261.2,53.4,17,2674.1,96.2676,20614,21.3928,6.8,159499,24644,0.154508805697841,"no",0,11,0.147058823529412,0.0294117647058824,0.0882352941176471,0.147058823529412,0.117647058823529,0.176470588235294,0.0294117647058824,0.264705882352941,-1.86750418946044,1.05009040428781,0.543223064696549,1.30903383138751,1.2777781405382,-0.801209320159501,1.42619677896047,-0.182074915478122,0.680251875428101,0.280314946841512,0.19770339295392,0.595389969592827,0.492927950123509,0.7110128646558,0.391521081490947
"61","Rheinland-Pfalz",208,"Neustadt – Speyer",285.5,259.7,25.8,9,3054.85,51.39,24273,13.4185,4.7,174345,22080,0.126645444377527,"no",0,11,0.0674157303370786,0.0112359550561798,0.0786516853932584,0.123595505617978,0.112359550561798,0.449438202247191,0.0674157303370786,0.0898876404494382,-2.06636387335489,0.281658549327144,0.489967065632896,-0.167689035773411,-0.204925513370491,-0.532737369303759,-0.0592516286366674,1.38169279767513,-0.485832176375178,-0.585448728130379,0.939327356033444,0.289349732075032,-0.0172030002872003,0.180411555431758,0.374484561574787
"62","Rheinland-Pfalz",209,"Kaiserslautern",296.8,272.6,24.2,8.1,3027.36,58.1728,19816,19.5888,6.6,169755,23207,0.136708786191865,"no",0,11,0.00444444444444444,0.00444444444444444,0.0222222222222222,0.0222222222222222,0.0533333333333333,0.871111111111111,0.00888888888888889,0.0133333333333333,-1.98990226378539,0.580053049707059,0.947968657580318,-0.253296158507379,-0.37172967443522,-0.552120938388524,0.165259028329166,-0.523120729934612,0.416452466144137,0.197861263510856,0.710036369199615,0.423868978441083,0.167039742899461,0.384427921888855,0.0256574385267865
"63","Bayern",213,"Erding – Ebersberg",271.2,242.1,29.1,10.7,4122.24,39.8664,24309,5.424,2,162608,19367,0.119102381186657,"no",0,2,0.157608695652174,0.130434782608696,0.0978260869565217,0.135869565217391,0.135869565217391,0.0760869565217391,0.152173913043478,0.114130434782609,-2.12777180964982,-0.0959557299146947,-0.13490332338064,0.0088756548653942,0.110149013085106,0.219893689458977,-0.440682749502899,1.39707832313933,-1.65487007965714,-1.69857345309424,0.353011819547901,-0.0344752150333068,-0.15530371076254,0.0165616952854876,0.163649905861424
"64","Bayern",214,"Freising",326,285.8,40.2,12.3,5281.2,55.094,22838,7.172,2.2,185634,25178,0.135632481118761,"no",0,2,0.192307692307692,0.146153846153846,0.0846153846153846,0.1,0.123076923076923,0.192307692307692,0.0615384615384615,0.1,-1.99780639588603,1.35112556396312,1.41662144934047,0.602775068832287,0.406689743866846,1.03709198798497,0.0633507587846696,0.768408657643724,-1.39925956556159,-1.61611976976358,1.50326329293259,0.65912845899786,0.147334420072018,0.363337961577425,0.220384743795319
"65","Bayern",215,"Fürstenfeldbruck",323.5,282.2,41.3,12.8,5402.45,62.4355,24151,8.411,2.6,189842,21938,0.115559254537984,"no",0,2,0.206593406593407,0.140659340659341,0.136263736263736,0.134065934065934,0.103296703296703,0.0153846153846154,0.140659340659341,0.123076923076923,-2.1579718542704,1.28510908157818,1.2888070515877,0.66162996571189,0.499358722236139,1.12258699531592,0.306354383853176,1.32955296137978,-1.21808025951789,-1.45121240310227,1.71347167476195,0.272400545753843,-0.220172358300605,-0.0640186561486976,0.147875902974716
"66","Bayern",221,"München-Land",340,287.1,52.9,15.6,6902,77.18,29954,9.18,2.7,196362,18457,0.0939947647711879,"no",0,2,0.162337662337662,0.11038961038961,0.133116883116883,0.133116883116883,0.133116883116883,0.0227272727272727,0.149350649350649,0.155844155844156,-2.36451619218663,1.72081786531877,1.46277664852897,1.28228160553315,1.01830500110418,2.17993988804272,0.794397283781336,3.80961419106776,-1.10562918094839,-1.40998556143694,2.03917477588538,-0.143093240049373,-0.614981639686108,-0.615124309969105,0.244817552759491
"67","Bayern",222,"Rosenheim",317.9,282.8,35.1,11.1,5404.3,53.7251,23680,9.8549,3.1,185456,25698,0.138566560262272,"no",0,2,0.0298507462686567,0.0597014925373134,0.0746268656716418,0.0895522388059701,0.0895522388059701,0.582089552238806,0.0298507462686567,0.0447761194029851,-1.9764044892851,1.13723216103592,1.31010945121316,0.329902365117767,0.184284195780541,1.12389145522159,0.0180401734334091,1.12825900322313,-1.00693837090086,-1.24507819477563,1.49437139845407,0.721195901864183,0.201052439404047,0.420442948571025,0.00905569236594039
"68","Bayern",223,"Bad Tölz-Wolfratshausen – Miesbach",223.2,198.3,24.9,11.2,3392.64,37.944,26258,6.4728,2.9,131817,15407,0.116881737560406,"no",0,2,0.205882352941176,0.0588235294117647,0.0392156862745098,0.137254901960784,0.147058823529412,0.235294117647059,0.0882352941176471,0.0882352941176471,-2.14659264545918,-1.36347219170548,-1.68997849603932,-0.215843042311269,0.2028179914544,-0.294557092798016,-0.504314182974491,2.23003357674297,-1.50150377119981,-1.32753187810629,-1.18513606184652,-0.507142664553771,-0.19595993420093,-0.033656427994042,0.0126979518984747
"69","Bayern",224,"Starnberg – Landsberg am Lech",290.7,258.5,32.2,11.1,4186.08,45.0585,29060,8.4303,2.9,176259,17450,0.0990020367754271,"no",0,2,0.135294117647059,0.188235294117647,0.0941176470588235,0.123529411764706,0.129411764705882,0.147058823529412,0.111764705882353,0.0705882352941176,-2.31261485557002,0.418972832687812,0.447362266381973,0.174739455162454,0.184284195780541,0.264908132906464,-0.268824257135101,3.42754030870673,-1.21525801528331,-1.32753187810629,1.03494019890925,-0.26328923036935,-0.523306970678202,-0.476640145557624,0.0101019374140376
"70","Bayern",226,"Weilheim",220.3,199.2,21.1,9.6,3679.01,29.9608,24017,7.2699,3.3,133560,16143,0.120867026055705,"no",0,2,0.107142857142857,0.0625,0.0267857142857143,0.0982142857142857,0.169642857142857,0.339285714285714,0.116071428571429,0.0803571428571429,-2.11306429590006,-1.44005131127201,-1.65802489660113,-0.419159958804437,-0.0937227393273391,-0.092633750535221,-0.768558075863805,1.27228461659636,-1.38494362200898,-1.16262451144497,-1.0980654322057,-0.419293360804513,-0.122996052191266,0.0558045719622535,0.139076332924262
"71","Bayern",228,"Landshut",336.1,301.2,34.9,10.4,7058.1,57.137,22276,10.7552,3.2,191694,28059,0.146373908416539,"no",0,2,0.173228346456693,0.0866141732283465,0.0393700787401575,0.133858267716535,0.0708661417322835,0.291338582677165,0.133858267716535,0.0708661417322835,-1.92159091453672,1.61783215279827,1.96338303972731,0.319201474776025,0.0545476260635306,2.29000809954261,0.130974051846709,0.528223510119229,-0.875287257719957,-1.2038513531103,1.80598734090928,1.0030059645707,0.343991759909486,0.5666976038896,0.0549488031237844
"72","Bayern",234,"Schwandorf",271.2,256.7,14.5,5.3,2657.76,23.5944,20358,9.492,3.5,161282,28007,0.1736523604618,"no",0,2,0.0465116279069767,0.0813953488372093,0.0232558139534884,0.0232558139534884,0.0232558139534884,0.732558139534884,0.0581395348837209,0.0116279069767442,-1.75069990666935,-0.0959557299146947,0.383455067505588,-0.772289340082051,-0.890675953303263,-0.812730874137132,-0.979285894243719,-0.291483096556896,-1.06000533632722,-1.08017082811432,0.286772201129239,0.99679922028407,0.84341401222176,1.0226723431292,0.336377383640868
"73","Bayern",247,"Aschaffenburg",242.7,218.1,24.6,10.1,2257.11,47.8119,23305,9.2226,3.8,143378,16634,0.116015009276179,"no",0,2,0.188679245283019,0.0566037735849057,0.0754716981132075,0.0377358490566038,0.113207547169811,0.415094339622642,0.0377358490566038,0.0754716981132075,-2.15403570593409,-0.848543629102974,-0.986999308399097,-0.231894377823887,-0.00105376095804565,-1.09523458289709,-0.177686726485557,0.967993112971018,-1.09939977139435,-0.956490303118333,-0.607612510912778,-0.360687371482658,-0.211828261008222,-0.0535161479497296,0.21562310316299
"74","Bayern",253,"Augsburg-Land",324.8,299.3,25.5,7.9,4157.44,49.6944,23625,8.4448,2.6,197838,27042,0.136687592879022,"no",0,2,0.0980392156862745,0.0588235294117647,0.0588235294117647,0.0882352941176471,0.176470588235294,0.431372549019608,0.0392156862745098,0.0490196078431373,-1.99005730104636,1.31943765241835,1.89592544091335,-0.18374037128603,-0.408797265782937,0.244713683339797,-0.115375982878465,1.10475333931949,-1.2131376763506,-1.45121240310227,2.11290756380842,0.881616369580219,0.166651729238855,0.384014248428063,0.0720849965334008
"75","Bayern",257,"Ostallgäu",329.2,297.5,31.7,9.6,5036.76,53.0012,22927,9.876,3,190159,25383,0.133483032620071,"no",0,2,0.0927835051546392,0.0206185567010309,0.0206185567010309,0.0206185567010309,0.0103092783505155,0.731958762886598,0.0515463917525773,0.0515463917525773,-2.01378090569815,1.43562666141584,1.83201824203697,0.14798722930809,-0.0937227393273391,0.864734053205778,-0.00592091410825,0.806445095596892,-1.00385291217808,-1.28630503644096,1.72930723964786,0.683597354743237,0.107981658827947,0.320714461154779,0.0686829087017747
"76","Baden-Württemberg",274,"Heidelberg",317.1,269.3,47.8,15.1,3488.1,81.4947,22796,13.6353,4.3,177832,16849,0.0947467272481893,"no",0,1,0.162162162162162,0.0540540540540541,0.0810810810810811,0.135135135135135,0.108108108108108,0.0810810810810811,0.108108108108108,0.27027027027027,-2.35654797653236,1.11610688667275,0.83080545964028,1.00940890181863,0.925636022734889,-0.227246961665542,0.937213839128756,0.750458877935488,-0.454129453574312,-0.750356094791692,1.11351856977845,-0.335024871066774,-0.601214480417127,-0.593863360662862,0.132599283828176
"77","Baden-Württemberg",277,"Rhein-Neckar",268.9,239,29.9,11.1,3925.94,56.7379,23240,11.0249,4.1,154652,20942,0.135413703023563,"no",0,1,0.123456790123457,0.0864197530864197,0.0740740740740741,0.111111111111111,0.111111111111111,0.185185185185185,0.222222222222222,0.0864197530864197,-1.99942071961025,-0.156690893708837,-0.244965721445524,0.0516792162323766,0.184284195780541,0.0814799167656548,0.117763843202039,0.940213691993986,-0.835848953571463,-0.832809778122349,-0.0444258909640682,0.153517520571423,0.143328963718443,0.359030591351306,0.0149769969409471
"78","Baden-Württemberg",278,"Bruchsal – Schwetzingen",266.8,235.3,31.5,11.8,3841.92,55.7612,22879,9.6048,3.6,152694,22794,0.149278950056977,"no",0,1,0.254901960784314,0.117647058823529,0.0980392156862745,0.0784313725490196,0.117647058823529,0.0588235294117647,0.166666666666667,0.107843137254902,-1.90193857528822,-0.212144738912183,-0.376330519135869,0.137286338966344,0.314020765497552,0.0222362836444483,0.0854350765188805,0.785931061644622,-1.04351056173341,-1.03894398644899,-0.142236730227823,0.374573105549176,0.397178151744372,0.619134360955465,0.159579259763968
"79","Baden-Württemberg",282,"Lörrach – Müllheim",318.7,278.3,40.4,12.7,5704.73,70.4327,23142,10.5171,3.3,175691,18457,0.105053759156701,"no",0,1,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0784313725490196,0.784313725490196,0.0196078431372549,0.0196078431372549,-2.2532830678792,1.1583574353991,1.1503414540222,0.613475959174033,0.48082492656228,1.33572869276746,0.571061676694947,0.898330872674768,-0.910104685297847,-1.16262451144497,1.00656606371935,-0.143093240049373,-0.412510184371935,-0.31832990584075,0.217413183269618
