state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,Genieser,Harmoniesuchende,Hedonisten,Selbstbestimmte,Werschätzenden,type_unknown,Konformisten,Verantwortungsverweiterer
Bayern,216,Ingolstadt,327.3,290.7,36.60000000000002,11.2,3338.46,80.51580000000001,21717,8.1825,2.5,182840,27671,0.15133996937212862,no,0,2,0.022222222222222223,NA,0.022222222222222223,0.08888888888888889,NA,0.8444444444444444,0.022222222222222223,NA
Bayern,217,München-Nord,368.1,264.3,103.80000000000001,28.2,3717.81,126.2583,25838,16.5645,4.5,173092,14901,0.08608716751785178,no,0,2,NA,0.1875,0.25,0.25,NA,NA,0.125,0.1875
Bayern,218,München-Ost,377.4,284.7,92.69999999999999,24.6,3811.74,129.44819999999999,25838,16.983,4.5,186047,15940,0.08567727509715287,no,0,2,NA,0.1875,0.25,0.25,NA,NA,0.125,0.1875
Bayern,219,München-Süd,334.8,252.5,82.30000000000001,24.6,3381.48,114.8364,25838,15.066,4.5,169770,14584,0.08590445897390588,no,0,2,NA,0.1875,0.25,0.25,NA,NA,0.125,0.1875
Bayern,220,München-West/Mitte,370,282.6,87.39999999999998,23.6,3737,126.90999999999998,25838,16.65,4.5,192595,14879,0.07725538046159039,no,0,2,NA,0.1875,0.25,0.25,NA,NA,0.125,0.1875
Bayern,221,München-Land,340,287.1,52.89999999999998,15.6,6902,77.18,29954,9.180000000000001,2.7,196362,18457,0.09399476477118791,no,0,2,0.16233766233766234,0.11038961038961038,0.1331168831168831,0.1331168831168831,0.1331168831168831,0.022727272727272728,0.14935064935064934,0.15584415584415584
Bayern,222,Rosenheim,317.9,282.8,35.099999999999966,11.1,5404.299999999999,53.72509999999999,23680,9.8549,3.1,185456,25698,0.13856656026227246,no,0,2,0.029850746268656716,0.05970149253731343,0.07462686567164178,0.08955223880597014,0.08955223880597014,0.582089552238806,0.029850746268656716,0.04477611940298507
Bayern,223,Bad Tölz-Wolfratshausen – Miesbach,223.2,198.3,24.899999999999977,11.2,3392.64,37.943999999999996,26258,6.4727999999999994,2.9,131817,15407,0.11688173756040571,no,0,2,0.20588235294117646,0.058823529411764705,0.0392156862745098,0.13725490196078433,0.14705882352941177,0.23529411764705882,0.08823529411764706,0.08823529411764706
Bayern,224,Starnberg – Landsberg am Lech,290.7,258.5,32.19999999999999,11.1,4186.08,45.058499999999995,29060,8.430299999999999,2.9,176259,17450,0.09900203677542707,no,0,2,0.13529411764705881,0.18823529411764706,0.09411764705882353,0.12352941176470589,0.12941176470588237,0.14705882352941177,0.11176470588235295,0.07058823529411765
Bayern,225,Traunstein,278.1,248.4,29.700000000000017,10.7,3893.4000000000005,53.95140000000001,22259,10.845900000000002,3.9,159568,19183,0.12021833951669508,no,0,2,0.058823529411764705,0.1323529411764706,0.029411764705882353,0.029411764705882353,0.10294117647058823,0.5882352941176471,0.058823529411764705,NA
Bayern,226,Weilheim,220.3,199.2,21.100000000000023,9.6,3679.01,29.9608,24017,7.2699,3.3,133560,16143,0.1208670260557053,no,0,2,0.10714285714285714,0.0625,0.026785714285714284,0.09821428571428571,0.16964285714285715,0.3392857142857143,0.11607142857142858,0.08035714285714286
Bayern,227,Deggendorf,208.4,197.2,11.200000000000017,5.4,1979.8,22.7156,20088,7.5024,3.6,118755,22765,0.1916971916971917,no,0,2,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.03389830508474576,NA,0.8813559322033898,0.01694915254237288,NA
Bayern,228,Landshut,336.1,301.2,34.900000000000034,10.4,7058.1,57.13700000000001,22276,10.755200000000002,3.2,191694,28059,0.14637390841653886,no,0,2,0.1732283464566929,0.08661417322834646,0.03937007874015748,0.13385826771653545,0.07086614173228346,0.29133858267716534,0.13385826771653545,0.07086614173228346
Bayern,229,Passau,225.2,208.9,16.299999999999983,7.2,3265.3999999999996,28.600399999999993,20065,9.458400000000001,4.2,130571,20968,0.16058696035107337,no,0,2,0.05405405405405406,NA,NA,0.02702702702702703,NA,0.918918918918919,NA,NA
Bayern,230,Rottal-Inn,220,201.1,18.900000000000006,8.6,2420,30.8,21229,6.82,3.1,123504,20381,0.165022995206633,no,0,2,NA,0.019230769230769232,0.057692307692307696,NA,NA,0.9230769230769231,NA,NA
Bayern,231,Straubing,222.4,207.2,15.200000000000017,6.8,2802.24,23.796799999999998,20576,9.1184,4.1,128207,23580,0.18392131474880466,no,0,2,0.014492753623188406,0.057971014492753624,0.014492753623188406,0.014492753623188406,0.028985507246376812,0.8405797101449275,0.028985507246376812,NA
Bayern,232,Amberg,275.8,258.2,17.600000000000023,6.4,3061.38,34.7508,21131,8.5498,3.1,168203,21540,0.1280595470948794,no,0,2,NA,NA,NA,NA,NA,1,NA,NA
Bayern,233,Regensburg,334.9,302.7,32.19999999999999,9.6,5257.929999999999,62.9612,21814,9.042300000000001,2.7,197663,25628,0.1296550188957974,no,0,2,NA,0.021739130434782608,0.021739130434782608,0.021739130434782608,NA,0.9130434782608695,NA,0.021739130434782608
Bayern,234,Schwandorf,271.2,256.7,14.5,5.3,2657.76,23.594399999999997,20358,9.491999999999999,3.5,161282,28007,0.17365236046179983,no,0,2,0.046511627906976744,0.08139534883720931,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.7325581395348837,0.05813953488372093,0.011627906976744186
Bayern,235,Weiden,210.4,200.5,9.900000000000006,4.7,1157.2,20.8296,20390,9.257600000000002,4.4,129339,17407,0.13458430945035912,no,0,2,NA,NA,NA,NA,0.014925373134328358,0.9850746268656716,NA,NA
Bayern,236,Bamberg,234.3,218,16.30000000000001,7,3163.05,29.2875,21716,7.9662,3.4,144418,18394,0.12736639477073494,no,0,2,0.025,NA,NA,NA,0.075,0.875,0.025,NA
Bayern,237,Bayreuth,204.5,193.4,11.099999999999994,5.4,1370.15,28.016499999999997,21698,8.7935,4.3,126522,13564,0.10720665180759077,no,0,2,NA,0.021739130434782608,NA,NA,NA,0.9347826086956522,0.021739130434782608,0.021739130434782608
Bayern,238,Coburg,198.7,188.5,10.199999999999989,5.1,1112.7199999999998,23.247899999999994,24053,7.3519,3.7,122179,14210,0.11630476595814337,no,0,2,0.025,0.025,NA,0.025,NA,0.925,NA,NA
Bayern,239,Hof,211.4,196.8,14.599999999999994,6.9,1522.0800000000002,28.327600000000004,21143,10.358600000000001,4.9,125791,16606,0.1320126241146028,no,0,2,NA,NA,NA,NA,NA,1,NA,NA
Bayern,240,Kulmbach,210.5,202.7,7.800000000000011,3.7,1136.7,18.945,21623,7.578,3.6,133911,18000,0.1344176355937899,no,0,2,NA,0.07272727272727272,NA,NA,NA,0.9090909090909091,0.01818181818181818,NA
Bayern,241,Ansbach,315.8,291.8,24,7.6,4673.84,45.4752,21613,10.7372,3.4,184421,21734,0.11784991947771675,no,0,2,NA,0.011363636363636364,NA,0.011363636363636364,NA,0.9659090909090909,0.011363636363636364,NA
Bayern,242,Erlangen,242.5,215.9,26.599999999999994,11,3346.5,49.47,24270,7.275,3,147370,13953,0.09468005699938929,no,0,2,NA,0.125,0.09375,0.03125,NA,0.6875,0.03125,0.03125
Bayern,243,Fürth,337.2,304,33.19999999999999,9.8,4417.32,69.12599999999999,22885,12.8136,3.8,197343,23032,0.11671049897893515,no,0,2,0.017241379310344827,0.034482758620689655,NA,0.034482758620689655,0.08620689655172414,0.8275862068965517,NA,NA
Bayern,244,Nürnberg-Nord,285.3,224.4,60.900000000000006,21.3,4821.57,103.8492,21791,17.9739,6.3,145304,14503,0.09981142982987391,no,0,2,NA,NA,NA,NA,NA,1,NA,NA
Bayern,245,Nürnberg-Süd,265.1,217.7,47.400000000000034,17.9,4374.1500000000005,91.72460000000001,22126,15.640900000000002,5.9,130978,18679,0.14261173632213042,no,0,2,NA,NA,NA,NA,NA,1,NA,NA
Bayern,246,Roth,292.8,272.5,20.30000000000001,6.9,3835.68,36.0144,24299,7.612800000000001,2.6,184545,21357,0.11572787125091441,no,0,2,0.020833333333333332,NA,0.020833333333333332,0.08333333333333333,NA,0.8541666666666666,NA,0.020833333333333332
Bayern,247,Aschaffenburg,242.7,218.1,24.599999999999994,10.1,2257.11,47.811899999999994,23305,9.222599999999998,3.8,143378,16634,0.11601500927617905,no,0,2,0.18867924528301888,0.05660377358490566,0.07547169811320754,0.03773584905660377,0.11320754716981132,0.41509433962264153,0.03773584905660377,0.07547169811320754
Bayern,248,Bad Kissingen,267.4,256.5,10.899999999999977,4.1,1791.58,29.1466,20817,8.824199999999998,3.3,169903,19653,0.11567188336874569,no,0,2,0.01098901098901099,NA,0.01098901098901099,NA,NA,0.978021978021978,NA,NA
Bayern,249,Main-Spessart,254.6,234.7,19.900000000000006,7.8,1527.6,38.19,21936,6.6196,2.6,155959,16856,0.10807968761020524,no,0,2,0.013513513513513514,NA,NA,NA,0.02702702702702703,0.9459459459459459,NA,0.013513513513513514
Bayern,250,Schweinfurt,256.1,237,19.100000000000023,7.5,2945.15,42.2565,21354,9.219600000000002,3.6,154940,18904,0.12200851942687492,no,0,2,NA,NA,NA,0.09230769230769231,0.015384615384615385,0.8923076923076924,NA,NA
Bayern,251,Würzburg,285.3,265.3,20,7,1968.5700000000002,46.5039,23105,8.559000000000001,3,181902,15769,0.0866895361238469,no,0,2,0.03278688524590164,0.09836065573770492,NA,0.01639344262295082,NA,0.8360655737704918,NA,0.01639344262295082
Bayern,252,Augsburg-Stadt,314.1,256.3,57.80000000000001,18.4,5622.39,109.6209,18877,16.961400000000005,5.4,152057,21013,0.13819159920293048,no,0,2,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.17647058823529413,NA,NA,0.11764705882352941,0.058823529411764705
Bayern,253,Augsburg-Land,324.8,299.3,25.5,7.9,4157.4400000000005,49.6944,23625,8.4448,2.6,197838,27042,0.13668759287902224,no,0,2,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.08823529411764706,0.17647058823529413,0.43137254901960786,0.0392156862745098,0.049019607843137254
Bayern,254,Donau-Ries,249.8,230.4,19.400000000000006,7.8,2822.7400000000002,34.2226,23203,5.4956000000000005,2.2,146826,21588,0.14703117976380206,no,0,2,0.011627906976744186,0.011627906976744186,NA,0.05813953488372093,0.046511627906976744,0.8488372093023255,NA,0.023255813953488372
Bayern,255,Neu-Ulm,328,289.7,38.30000000000001,11.7,4231.2,66.91199999999999,23426,8.2,2.5,180762,27326,0.15117115322910787,no,0,2,0.056818181818181816,0.045454545454545456,0.03409090909090909,0.056818181818181816,NA,0.7045454545454546,0.07954545454545454,0.022727272727272728
Bayern,256,Oberallgäu,300,268.8,31.19999999999999,10.4,4530,52.5,22864,9.3,3.1,175341,18528,0.10566838332164183,no,0,2,0.0196078431372549,0.058823529411764705,NA,NA,0.0196078431372549,0.8627450980392157,0.0392156862745098,NA
Bayern,257,Ostallgäu,329.2,297.5,31.69999999999999,9.6,5036.76,53.0012,22927,9.876,3,190159,25383,0.13348303262007058,no,0,2,0.09278350515463918,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.010309278350515464,0.7319587628865979,0.05154639175257732,0.05154639175257732
Baden-Württemberg,258,Stuttgart I,304.3,239.6,64.70000000000002,21.4,5020.95,117.45980000000002,23759,15.215,5,159974,11455,0.07160538587520472,no,0,1,0.6666666666666666,NA,NA,NA,NA,NA,0.3333333333333333,NA
Baden-Württemberg,259,Stuttgart II,319.5,235.4,84.1,26.2,5271.75,123.32700000000001,23759,15.975,5,137803,14894,0.10808182695587179,no,0,1,0.6666666666666666,NA,NA,NA,NA,NA,0.3333333333333333,NA
Baden-Württemberg,260,Böblingen,358.7,298.9,59.80000000000001,16.7,6348.99,110.47959999999999,23483,11.1197,3.1,194896,22854,0.11726254002134472,no,0,1,NA,NA,NA,0.043478260869565216,NA,0.9565217391304348,NA,NA
Baden-Württemberg,261,Esslingen,245.9,204.1,41.80000000000001,17,3024.57,66.1471,23606,8.6065,3.5,134380,14692,0.10933174579550528,no,0,1,NA,NA,NA,NA,NA,1,NA,NA
Baden-Württemberg,262,Nürtingen,293.3,250.9,42.400000000000006,14.5,4634.14,79.4843,23600,10.2655,3.5,166609,20544,0.1233066641057806,no,0,1,0.0625,0.03125,NA,NA,0.03125,0.875,NA,NA
Baden-Württemberg,263,Göppingen,252.7,216.4,36.29999999999998,14.4,3082.9399999999996,67.9763,22333,9.8553,3.9,135938,19956,0.1468022186585061,no,0,1,0.023809523809523808,NA,NA,0.047619047619047616,0.047619047619047616,0.7857142857142857,0.09523809523809523,NA
Baden-Württemberg,264,Waiblingen,317.4,270.5,46.89999999999998,14.8,4094.46,78.7152,23752,10.791599999999999,3.4,176892,22870,0.1292879270967596,no,0,1,NA,NA,NA,NA,NA,1,NA,NA
Baden-Württemberg,265,Ludwigsburg,324.7,268.1,56.599999999999966,17.4,4773.089999999999,94.163,23470,11.3645,3.5,173985,19780,0.11368796160588557,no,0,1,NA,NA,NA,NA,NA,1,NA,NA
Baden-Württemberg,266,Neckar-Zaber,322.1,278.1,44,13.7,4219.51,89.5438,23329,11.273500000000002,3.5,184220,24124,0.13095212246227336,no,0,1,0.023809523809523808,NA,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.8333333333333334,0.023809523809523808,NA
Baden-Württemberg,267,Heilbronn,351.7,294.8,56.89999999999998,16.2,6365.77,111.8406,29506,14.771400000000002,4.2,183282,30088,0.16416232908850842,no,0,1,NA,0.03125,NA,NA,NA,0.9375,NA,0.03125
Baden-Württemberg,268,Schwäbisch Hall – Hohenlohe,301.8,274.6,27.19999999999999,9,4164.84,73.0356,21905,9.3558,3.1,169459,24801,0.14635398532978477,no,0,1,0.021739130434782608,0.021739130434782608,NA,NA,0.021739130434782608,0.9347826086956522,NA,NA
Baden-Württemberg,269,Backnang – Schwäbisch Gmünd,241.5,213.6,27.900000000000006,11.6,3067.0499999999997,56.028,22927,7.969499999999999,3.3,135304,19437,0.14365428959971618,no,0,1,NA,NA,NA,NA,NA,1,NA,NA
Baden-Württemberg,270,Aalen – Heidenheim,303.8,270.5,33.30000000000001,11,5468.4000000000005,70.4816,22109,12.4558,4.1,168210,20614,0.12254919445930681,no,0,1,0.03125,NA,NA,0.03125,NA,0.9375,NA,NA
Baden-Württemberg,271,Karlsruhe-Stadt,307.8,252.3,55.5,18,7695,93.87899999999999,21417,14.466600000000001,4.7,160690,16712,0.1040014935590267,no,0,1,1,NA,NA,NA,NA,NA,NA,NA
Baden-Württemberg,272,Karlsruhe-Land,281.1,250.1,31.00000000000003,11,3176.4300000000003,58.18770000000001,22619,9.276299999999999,3.3,167216,20887,0.12491029566548656,no,0,1,0.09090909090909091,0.045454545454545456,NA,NA,NA,0.7727272727272727,0.045454545454545456,0.045454545454545456
Baden-Württemberg,273,Rastatt,281.6,245.8,35.80000000000001,12.7,4336.64,68.42880000000001,23075,9.856000000000002,3.5,155235,19700,0.12690437079266917,no,0,1,0.041666666666666664,NA,NA,NA,NA,0.9583333333333334,NA,NA
Baden-Württemberg,274,Heidelberg,317.1,269.3,47.80000000000001,15.1,3488.1000000000004,81.49470000000001,22796,13.635299999999999,4.3,177832,16849,0.0947467272481893,no,0,1,0.16216216216216217,0.05405405405405406,0.08108108108108109,0.13513513513513514,0.10810810810810811,0.08108108108108109,0.10810810810810811,0.2702702702702703
Baden-Württemberg,275,Mannheim,305.8,236.6,69.20000000000002,22.6,6085.42,111.31120000000001,19846,17.430600000000002,5.7,142721,18308,0.1282782491714604,no,0,1,NA,0.3333333333333333,NA,0.3333333333333333,NA,NA,0.3333333333333333,NA
Baden-Württemberg,276,Odenwald – Tauber,275.1,253.3,21.80000000000001,7.9,4098.990000000001,49.7931,21164,9.9036,3.6,161214,22288,0.13825102038284517,no,0,1,NA,0.08620689655172414,NA,0.06896551724137931,0.05172413793103448,0.6896551724137931,0.06896551724137931,0.034482758620689655
Baden-Württemberg,277,Rhein-Neckar,268.9,239,29.899999999999977,11.1,3925.9399999999996,56.737899999999996,23240,11.024899999999997,4.1,154652,20942,0.1354137030235626,no,0,1,0.12345679012345678,0.08641975308641975,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.18518518518518517,0.2222222222222222,0.08641975308641975
Baden-Württemberg,278,Bruchsal – Schwetzingen,266.8,235.3,31.5,11.8,3841.92,55.7612,22879,9.604800000000001,3.6,152694,22794,0.1492789500569767,no,0,1,0.2549019607843137,0.11764705882352941,0.09803921568627451,0.0784313725490196,0.11764705882352941,0.058823529411764705,0.16666666666666666,0.10784313725490197
Baden-Württemberg,279,Pforzheim,318.3,267.4,50.900000000000034,16,5665.740000000001,98.99130000000001,22911,13.686900000000001,4.3,166072,27105,0.16321234163495352,no,0,1,NA,NA,NA,NA,NA,1,NA,NA
Baden-Württemberg,280,Calw,271.6,239.9,31.700000000000017,11.7,4209.8,62.468,22863,9.2344,3.4,151600,22714,0.14982849604221635,no,0,1,NA,NA,NA,0.023809523809523808,NA,0.9523809523809523,NA,0.023809523809523808
Baden-Württemberg,281,Freiburg,313.8,268.9,44.900000000000034,14.3,5114.9400000000005,79.3914,21003,15.0624,4.8,179518,14101,0.07854922626143339,no,0,1,NA,NA,NA,NA,NA,1,NA,NA
Baden-Württemberg,282,Lörrach – Müllheim,318.7,278.3,40.39999999999998,12.7,5704.73,70.43270000000001,23142,10.517099999999997,3.3,175691,18457,0.10505375915670126,no,0,1,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0784313725490196,0.7843137254901961,0.0196078431372549,0.0196078431372549
Baden-Württemberg,283,Emmendingen – Lahr,289.2,263.2,26,9,4424.76,52.345200000000006,21513,9.2544,3.2,166443,19139,0.1149883143178145,no,0,1,NA,NA,0.023809523809523808,NA,0.07142857142857142,0.9047619047619048,NA,NA
Baden-Württemberg,284,Offenburg,272.3,246.2,26.100000000000023,9.6,3104.2200000000003,57.7276,21662,9.5305,3.5,153635,17799,0.1158525075666352,no,0,1,NA,0.12903225806451613,NA,0.03225806451612903,NA,0.8387096774193549,NA,NA
Baden-Württemberg,285,Rottweil – Tuttlingen,274.1,242.7,31.400000000000034,11.4,3919.6300000000006,72.3624,23526,7.9489,2.9,150048,20927,0.1394687033482619,no,0,1,NA,NA,NA,0.017857142857142856,0.017857142857142856,0.9642857142857143,NA,NA
Baden-Württemberg,286,Schwarzwald-Baar,230.3,200.3,30,13,4145.4000000000005,59.878,22805,7.8302,3.4,123726,15348,0.12404830027641725,no,0,1,0.03333333333333333,0.06666666666666667,NA,0.06666666666666667,0.1,0.7333333333333333,NA,NA
Baden-Württemberg,287,Konstanz,280.3,243.1,37.20000000000002,13.3,4765.1,66.7114,22339,10.371100000000002,3.7,157257,16188,0.10293977374616074,no,0,1,0.04,NA,NA,0.04,NA,0.92,NA,NA
Baden-Württemberg,288,Waldshut,245.8,215.6,30.200000000000017,12.3,4154.0199999999995,51.618,22429,8.3572,3.4,135128,13299,0.09841779645965307,no,0,1,0.02,0.02,NA,0.04,NA,0.92,NA,NA
Baden-Württemberg,289,Reutlingen,282.1,242.8,39.30000000000001,13.9,4400.76,73.346,23126,10.437700000000001,3.7,156066,20174,0.1292658234336755,no,0,1,0.07142857142857142,NA,NA,0.03571428571428571,0.03571428571428571,0.8571428571428571,NA,NA
Baden-Württemberg,290,Tübingen,270.9,238,32.89999999999998,12.2,3467.52,60.68159999999999,21953,8.3979,3.1,158407,15885,0.10027965935848794,no,0,1,NA,0.047619047619047616,NA,NA,NA,0.9523809523809523,NA,NA
Baden-Württemberg,291,Ulm,314.7,271.3,43.39999999999998,13.8,4846.38,79.6191,22957,10.3851,3.3,175842,20430,0.11618384686252431,no,0,1,0.017857142857142856,NA,NA,NA,NA,0.9642857142857143,NA,0.017857142857142856
Baden-Württemberg,292,Biberach,222.8,203.6,19.200000000000017,8.6,4077.2400000000002,42.332,21938,5.792800000000001,2.6,130272,16235,0.12462386391549987,no,0,1,NA,0.06,0.02,0.02,NA,0.9,NA,NA
Baden-Württemberg,293,Bodensee,233.3,206.5,26.80000000000001,11.5,3172.88,52.2592,23541,7.2323,3.1,135934,14163,0.104190268806921,no,0,1,NA,NA,NA,NA,NA,0.9259259259259259,0.037037037037037035,0.037037037037037035
Baden-Württemberg,294,Ravensburg,250.5,226.5,24,9.6,3632.25,50.350500000000004,22091,7.515,3,144785,14899,0.10290430638532998,no,0,1,NA,0.027777777777777776,NA,0.027777777777777776,NA,0.9444444444444444,NA,NA
Baden-Württemberg,295,Zollernalb – Sigmaringen,249.1,221,28.099999999999994,11.3,5455.29,55.5493,22823,8.4694,3.4,137726,18813,0.1365973018892584,no,0,1,NA,NA,NA,NA,NA,1,NA,NA
Saarland,296,Saarbrücken,269.8,235,34.80000000000001,12.9,3129.68,53.96,18923,25.361200000000004,9.4,145431,14043,0.09656125585329126,no,0,12,NA,NA,NA,NA,0.16666666666666666,0.8333333333333334,NA,NA
Saarland,297,Saarlouis,265.5,240.8,24.69999999999999,9.3,3902.85,42.7455,18991,14.6025,5.5,157540,15497,0.09836866827472387,no,0,12,NA,NA,NA,NA,0.05555555555555555,0.9444444444444444,NA,NA
Saarland,298,St. Wendel,216.7,205.5,11.199999999999989,5.1,2188.6699999999996,28.3877,21924,13.218699999999998,6.1,138710,12628,0.09103885804916732,no,0,12,NA,NA,NA,0.0625,NA,0.9375,NA,NA
Saarland,299,Homburg,243.7,223,20.69999999999999,8.5,3216.8399999999997,37.7735,20506,16.8153,6.9,143523,16744,0.11666422803313754,no,0,12,NA,0.07692307692307693,NA,0.15384615384615385,NA,0.7692307692307693,NA,NA
